"","class","order","family","genus","species","subspecies","common_name","adult_body_mass_g","C_E","I_m","E_alpha","log_bodymass","log_C_E","log_I_m","log_E_alpha","scale_log_bodymass","scale_log_C_E","scale_log_I_m","scale_log_E_alpha"
"10131","Mammalia","Carnivora","Felidae","Felis","bieti",NA,"Chinese Mountain Cat",5486.95,15.4870108754226,0.11607450405052,21.2242171322361,8.61012782456985,2.74000166456292,-2.15352301774933,3.05514284728801,0.846869819056849,0.305854951076012,-0.54121017695703,0.935900312567872
"10132","Mammalia","Carnivora","Felidae","Felis","catus",NA,"Domestic Cat",4573.08,19.7237903270881,0.139270469792787,22.8125,8.42794221749148,2.98182553796103,-1.97133741067096,3.12730863134271,0.789299898533493,0.499572306039641,-0.4127285461048,1.01948412346656
"10133","Mammalia","Carnivora","Felidae","Felis","chaus",NA,"Jungle Cat",10000,26.522343754425,0.22125,19.0312538090454,9.21034037197618,3.27798753827634,-1.5084619950941,2.94608256505703,1.03653457471693,0.736818193038447,-0.0862977746051869,0.809584578235342
"10137","Mammalia","Carnivora","Felidae","Felis","silvestris",NA,"Wildcat",5036.54,16.9662472884163,0.126454867825928,21.3427881776676,8.52447461737443,2.8312259168078,-2.06786981055391,3.06071389233747,0.819803749404652,0.378931775977914,-0.480805494475949,0.94235280500624
"10143","Mammalia","Carnivora","Felidae","Leopardus","pardalis",NA,"Ocelot",10500,13.3126730176648,0.323809523809524,13.6243676527284,9.25913053614561,2.58871644001728,-1.12759982554136,2.61185992866336,1.05195207074529,0.184665206108962,0.182295301756786,0.42248143781611
"10148","Mammalia","Carnivora","Felidae","Lynx","lynx",NA,"Eurasian Lynx",21150,4.68957446808511,0.0879432624113475,13.537558685446,9.95939518447442,1.54534184659024,-2.43106341776718,2.60546794734604,1.27323288867655,-0.651148742426209,-0.736938279706293,0.41507812106852
"10150","Mammalia","Carnivora","Felidae","Lynx","rufus",NA,"Bobcat",9400,13.4165361702128,0.197872340425532,15.3082942097027,9.14846496825809,2.59648798870539,-1.62013320155085,2.72839478672177,1.01698219551681,0.190890744698997,-0.165050970068246,0.557454370857014
"10152","Mammalia","Carnivora","Felidae","Panthera","leo",NA,"Lion",149061.965,4.33921557387225,0.0568890930694493,9,11.9121173709598,1.46769358842886,-2.86665164217388,2.19722457733622,1.8902852611606,-0.713350273553753,-1.04412547385014,-0.0577572688121115
"10153","Mammalia","Carnivora","Felidae","Panthera","onca",NA,"Jaguar",81150,1.42662353666051,0.0620271102895872,9.26444929641391,11.3040545729427,0.35531048915589,-2.78018372677326,2.22618441883571,1.69813985781931,-1.60444472452491,-0.983146239731585,-0.0242154186506132
"10154","Mammalia","Carnivora","Felidae","Panthera","pardus",NA,"Leopard",53074.995,1.79909202063985,0.0365520524307162,8.95944503735326,10.8794611923651,0.587282104655143,-3.30901794030777,2.19270828727322,1.56397005392212,-1.4186196976171,-1.35609272708029,-0.0629881235659841
"10155","Mammalia","Carnivora","Felidae","Panthera","tigris",NA,"Tiger",128800,2.30744357220497,0.0854270186335404,7.56338722397476,11.7660160926524,0.836140233013511,-2.46009285078248,2.02331913534834,1.84411784368233,-1.21926742643989,-0.757410527521769,-0.259177924982784
"10156","Mammalia","Carnivora","Felidae","Pardofelis","marmorata",NA,"Marbled Cat",47362.495,1.88419127835221,0.0409606799641784,8.95944503735326,10.7655859497581,0.63349869878837,-3.19514269770073,2.19270828727322,1.52798593436626,-1.3815970652148,-1.27578519281084,-0.0629881235659841
"10157","Mammalia","Carnivora","Felidae","Prionailurus","bengalensis",NA,"Leopard Cat",4150,9.18795180722891,0.149397590361446,9.71304868878988,8.33086361322474,2.21789303962687,-1.90114413518561,2.27347020715239,0.758623449269584,-0.112389535727844,-0.363226575812831,0.0305518985846712
"10158","Mammalia","Carnivora","Felidae","Prionailurus","iriomotensis",NA,"Iriomote Cat",4150,9.18795180722891,0.149397590361446,9.71304868878988,8.33086361322474,2.21789303962687,-1.90114413518561,2.27347020715239,0.758623449269584,-0.112389535727844,-0.363226575812831,0.0305518985846712
"10163","Mammalia","Carnivora","Felidae","Puma","concolor",NA,"Cougar",48000,2.06713098989862,0.0729166666666667,8.74645924841009,10.77895628989,0.726161650679435,-2.61843804241252,2.16864896114909,1.53221090817791,-1.30736774413405,-0.869079329379893,-0.0908541017639712
"10165","Mammalia","Carnivora","Felidae","Uncia","uncia",NA,"Snow leopard",47812.5,6.9835294117647,0.156862745098039,9.75302515555216,10.7750423905689,1.94355443536285,-1.85238409104449,2.27757750924956,1.53097413170326,-0.332153399550127,-0.328839830931373,0.0353090555433436
"10166","Mammalia","Carnivora","Herpestidae","Atilax","paludinosus",NA,"Marsh Mongoose",3300,12.1388888866667,0.166666666666667,28.3015017904441,8.10167774745457,2.49641425645641,-1.79175946922805,3.34291487004135,0.686201635663917,0.110724884975561,-0.286085903188748,1.26920345126192
"10184","Mammalia","Carnivora","Herpestidae","Herpestes","ichneumon",NA,"Egyptian Mongoose",2950.01,16.3901774909238,0.271185521405012,8.1787067583094,7.98956383915863,2.79668222191759,-1.3049521114907,2.10153404010966,0.65077409068017,0.351259929063995,0.0572222441230967,-0.168587905146309
"10185","Mammalia","Carnivora","Herpestidae","Herpestes","javanicus",NA,"Small Asian Mongoose",775,20.8203387096774,0.354838709677419,16.0975913621262,6.65286302935335,3.03593033153083,-1.03609193168678,2.77866965596162,0.228382000448307,0.542913922208121,0.246828848763231,0.615683699597002
"10197","Mammalia","Carnivora","Herpestidae","Suricata","suricatta",NA,"Meerkat",776,14.2080498319177,0.290592783505155,12.66666667,6.65415252018322,2.65380869355769,-1.23583236124049,2.53897387132143,0.228789474374386,0.236808524331769,0.105967138841515,0.338063392424938
"10198","Mammalia","Carnivora","Hyaenidae","Crocuta","crocuta",NA,"Spotted Hyena",63000,18.9190476190476,0.23015873015873,14.291307752545,11.0508900053737,2.94016922509713,-1.468986076965,2.6596515029781,1.61814087069838,0.466202768813483,-0.0584584165902959,0.477834566205121
"10199","Mammalia","Carnivora","Hyaenidae","Hyaena","brunnea",NA,"Brown Hyena",42977.93,13.4902727981548,0.637536521651927,8.395,10.6684420071009,2.60196889226537,-0.450143714724732,2.1276362905295,1.49728883843324,0.195281320887895,0.660053492122976,-0.13835577240223
"10207","Mammalia","Carnivora","Mephitidae","Mephitis","mephitis",NA,"Striped Skunk",2949.995,12.8482921822236,0.167288419132914,13.4605341209771,7.98955875441717,2.55321089840158,-1.78803589554364,2.59976200552266,0.650772483922282,0.156222854608697,-0.283459950308911,0.40846938856999
"10210","Mammalia","Carnivora","Mephitidae","Spilogale","angustifrons",NA,"Southern Spotted Skunk",612,30.8982843044118,0.261437908496732,13.2615707236496,6.41673228251233,3.43070065823311,-1.3415584672785,2.5848704335229,0.153765632301781,0.859151779257895,0.0314065698412641,0.391221681026633
"10211","Mammalia","Carnivora","Mephitidae","Spilogale","gracilis",NA,"Western Spotted Skunk",612,20.3599436337471,0.261437908496732,12.9267835278946,6.41673228251233,3.01356942319848,-1.3415584672785,2.55930140142745,0.153765632301781,0.525001315169543,0.0314065698412641,0.361607132088745
"10212","Mammalia","Carnivora","Mephitidae","Spilogale","putorius",NA,"Eastern Spotted Skunk",583.245,20.5745441452563,0.274327255270084,18.5316815597076,6.36860733821156,3.02405459055858,-1.29343352297773,2.91948178414039,0.138558343081649,0.53340064671116,0.0653454271834664,0.778775037799827
"10218","Mammalia","Carnivora","Mustelidae","Enhydra","lutris",NA,"Sea Otter",943.25,209.666099814471,13.2952504638219,10.516578586214,6.84933135884442,5.3455162644411,2.58740686346615,2.35295292496365,0.29046520392163,2.39304919503139,2.80220653231462,0.12261032408747
"10224","Mammalia","Carnivora","Mustelidae","Ictonyx","striatus",NA,"Striped Polecat",811.02,6.06479083800276,0.209612586619319,16.0087719258224,6.69829271472379,1.80250005507467,-1.56249427767353,2.7731368173721,0.242737598665527,-0.445147543062493,-0.1244026276493,0.609275458621625
"10225","Mammalia","Carnivora","Mustelidae","Lontra","canadensis",NA,"North American River Otter",8087.42,11.21525762077,0.186709729431636,11.966666665,8.99806504695189,2.41727513879795,-1.67820011714292,2.48212500668685,0.969456424106157,0.0473290740842378,-0.206001142441732,0.272219934702357
"10234","Mammalia","Carnivora","Mustelidae","Martes","americana",NA,"American Marten",892,21.2552331878556,0.439461883408072,14.173333336,6.79346613258001,3.05660313271532,-0.822204292789547,2.65136226499378,0.272812016671345,0.559474240711307,0.397667507784342,0.468233809984555
"10238","Mammalia","Carnivora","Mustelidae","Martes","martes",NA,"European Pine Marten",1299.995,33.7908991957661,0.52307893491898,12.2032764961551,7.17011569728839,3.52019151167032,-0.648022899118233,2.50170448094064,0.391831767205698,0.930840033927257,0.520504376634127,0.294897261568007
"10252","Mammalia","Carnivora","Mustelidae","Mustela","erminea",NA,"Ermine",110.33,18.1248095125073,0.240822985588688,42.8163980198601,4.70347587477221,2.89728169103074,-1.42369311500049,3.75692116051684,-0.387616515341188,0.431846939740413,-0.0265167406662199,1.7487135674098
"10255","Mammalia","Carnivora","Mustelidae","Mustela","frenata",NA,"Long-tailed Weasel",170.315,9.35072542054429,0.203152981240642,16.6498298524237,5.13764966364891,2.23545392537598,-1.59379598158523,2.81239999730059,-0.250419340878318,-0.0983220729486976,-0.146477335039874,0.654750835206416
"10261","Mammalia","Carnivora","Mustelidae","Mustela","nivalis",NA,"Least Weasel",49.75,65.2508860929648,0.895778894472362,29.0479166666667,3.9070104636046,4.17823962607941,-0.110061666021921,3.36894676529308,-0.639296388168882,1.4579812891344,0.899887455637492,1.29935409728562
"10266","Mammalia","Carnivora","Mustelidae","Mustela","subpalmata",NA,"Egyptian Weasel",49.75,65.2508860929648,0.895778894472362,29.0479166666667,3.9070104636046,4.17823962607941,-0.110061666021921,3.36894676529308,-0.639296388168882,1.4579812891344,0.899887455637492,1.29935409728562
"10268","Mammalia","Carnivora","Mustelidae","Neovison","vison",NA,"American Mink",899.75,6.2243271259661,0.122256182272854,13.1128066972204,6.80211694695914,1.82846534429411,-2.10163658116672,2.57358936313204,0.275545639289813,-0.424347582009123,-0.504618625636641,0.378155726479947
"10269","Mammalia","Carnivora","Mustelidae","Poecilogale","albinucha",NA,"African Striped Weasel",282.83,2.79978255489163,0.176784640950394,2.80358339908756,5.64484601043289,1.02954175519827,-1.73282300500475,1.03089838434228,-0.0901473312374628,-1.06433966518493,-0.244522504402709,-1.40861888887716
"10271","Mammalia","Carnivora","Mustelidae","Taxidea","taxus",NA,"American Badger",8000,21.645,0.375,42.4220154614612,8.98719682066197,3.07477448089394,-0.980829253011726,3.74766746006495,0.966022108224821,0.574030725378526,0.285801406449299,1.73799575205153
"10274","Mammalia","Carnivora","Odobenidae","Odobenus","rosmarus",NA,"Walrus",846498.125,5.57591311853172,0.23626750502253,7.27861905652147,13.6488632655499,1.71845609201182,-1.44279062001975,1.9849411541769,2.43908999235874,-0.512472468415886,-0.0399847562215151,-0.303628047196865
"10275","Mammalia","Carnivora","Otariidae","Arctocephalus","australis",NA,"South American Fur Seal",67979.43,8.27275421770968,0.273366516900774,10.0842951281237,11.1269604383959,2.11296749079896,-1.29694183146522,2.31097927586722,1.64217882217817,-0.196442030220756,0.0628712844493979,0.0739956295371428
"10276","Mammalia","Carnivora","Otariidae","Arctocephalus","forsteri",NA,"Australasian Fur Seal",67979.43,6.01473784439071,0.226792943100582,6.63475268365319,11.1269604383959,1.79421276483441,-1.48371782268942,1.89232139258353,1.64217882217817,-0.451786225681376,-0.0688475946726207,-0.410902051628581
"10277","Mammalia","Carnivora","Otariidae","Arctocephalus","galapagoensis",NA,"Galapagos Fur Seal",45000,7.33333333333333,0.333333333333333,7.32831394022359,10.7144177687525,1.99243016469021,-1.09861228866811,1.99174546764189,1.51181699456328,-0.293000619164271,0.202738003414675,-0.295747159357808
"10278","Mammalia","Carnivora","Otariidae","Arctocephalus","gazella",NA,"Antarctic Fur Seal",67979.43,5.17656140982647,0.225558231364988,7.64476386036961,11.1269604383959,1.64414101534819,-1.48917692115836,2.03402095079013,1.64217882217817,-0.572003894667989,-0.0726974809809864,-0.246782874753974
"10280","Mammalia","Carnivora","Otariidae","Arctocephalus","pusillus",NA,"Brown Fur Seal",127551,4.30533668885387,0.205016032802565,5.92146546914987,11.7562715636019,1.45985534361455,-1.58466709410888,1.7785839637261,1.84103861161802,-0.719629240272998,-0.140039426087361,-0.542634947906929
"10281","Mammalia","Carnivora","Otariidae","Arctocephalus","townsendi",NA,"Guadalupe Fur Seal",101063.71,4.22917286531436,0.183877081100625,7.66423091108944,11.5235063890369,1.44200643382292,-1.69348778210623,2.0365641695322,1.76748575080092,-0.733927429881956,-0.216782368016617,-0.243837269475854
"10282","Mammalia","Carnivora","Otariidae","Arctocephalus","tropicalis",NA,"Subantarctic Fur Seal",71111.275,5.31884179579736,0.209061643178244,4.7897927668846,11.1720011826845,1.67125557209494,-1.56512612706802,1.56648714678851,1.65641151657478,-0.550283292230431,-0.126258670548537,-0.788289595346057
"10283","Mammalia","Carnivora","Otariidae","Callorhinus","ursinus",NA,"Northern Fur Seal",55464.82,3.9453422908431,0.218336596062153,6.49555099247091,10.9235042248777,1.3725357162736,-1.52171738833053,1.87111747985327,1.57788747540242,-0.789578195300488,-0.0956457937375228,-0.435460834647069
"10284","Mammalia","Carnivora","Otariidae","Eumetopias","jubatus",NA,"Steller Sea Lion",382466.74,8.3622957645938,0.278743192153127,6.07279029462738,12.8543969742196,2.12373300238705,-1.2774643792751,1.80381818554818,2.18804183337495,-0.187818123902612,0.0766072478021766,-0.513408182722002
"10285","Mammalia","Carnivora","Otariidae","Neophoca","cinerea",NA,"Australian Sealion",189274.99,3.48357149563183,0.315540896343463,5.32994553233744,12.1509562101383,1.24805805935718,-1.15346698149177,1.67334101905189,1.96575737561519,-0.889293256973589,0.164053167071646,-0.66452936783595
"10288","Mammalia","Carnivora","Otariidae","Zalophus","californianus",NA,"California Sealion",158597.43,4.62964626854294,0.157631810301087,6.66210358202145,11.9741243837641,1.53248046529679,-1.84749327991374,1.89643528783756,1.90987922830366,-0.661451582796497,-0.325390714393871,-0.406137258347748
"10289","Mammalia","Carnivora","Otariidae","Zalophus","japonicus",NA,"Japanese Sealion",158597.43,4.62964626854294,0.157631810301087,6.66210358202145,11.9741243837641,1.53248046529679,-1.84749327991374,1.89643528783756,1.90987922830366,-0.661451582796497,-0.325390714393871,-0.406137258347748
"10290","Mammalia","Carnivora","Otariidae","Zalophus","wollebaeki",NA,"Galapagos Sea Lion",158597.43,4.20876933503904,0.157631810301087,5.9958932238193,11.9741243837641,1.43717028549246,-1.84749327991374,1.79107477217974,1.90987922830366,-0.73780151331972,-0.325390714393871,-0.528167851270529
"10291","Mammalia","Carnivora","Phocidae","Cystophora","cristata",NA,"Hooded Seal",245448.405,6.5937137735729,0.179420782954365,11.6586812685375,12.4108420411966,1.88611673660595,-1.71802148905289,2.45605107577299,2.0478802550188,-0.378164899250436,-0.234084122693658,0.242020602159419
"10292","Mammalia","Carnivora","Phocidae","Erignathus","barbatus",NA,"Bearded Seal",283333.33,7.78923109857919,0.265889438422229,5.71768226515743,12.5543793280337,2.05274215136276,-1.32467470163399,1.7435635248776,2.09323746148459,-0.244686619530435,0.0433134036450999,-0.583196299476019
"10293","Mammalia","Carnivora","Phocidae","Halichoerus","grypus",NA,"Gray Seal",197570.01,8.82885680827773,0.213334706011302,10.8332923812538,12.1938482815224,2.17802553944811,-1.54489295688925,2.38262402046848,1.97931109799899,-0.144326112440131,-0.111989756864483,0.156975962434202
"10294","Mammalia","Carnivora","Phocidae","Histriophoca","fasciata",NA,"Ribbon Seal",68250,11.446834,0.411386666666667,8.82728724617842,11.1309327130472,2.43771318521505,-0.888221711946563,2.17784774727575,1.64343404502283,0.0637013380667365,0.351110450868755,-0.080199889242353
"10295","Mammalia","Carnivora","Phocidae","Hydrurga","leptonyx",NA,"Leopard seal",375671.075,3.90262838298104,0.139240344761704,7.14019367756541,12.8364692389788,1.3616502704912,-1.97155374001709,1.96573990169304,2.18237674100279,-0.798298177058018,-0.412881106713934,-0.325867310272189
"10296","Mammalia","Carnivora","Phocidae","Leptonychotes","weddellii",NA,"Weddell Seal",410833.335,7.62805807250281,0.277383929909193,5.95626561871553,12.9259429002877,2.03183330077983,-1.2823527038927,1.78444371065669,2.2106500588191,-0.261436029641765,0.0731598848129936,-0.53584807534985
"10297","Mammalia","Carnivora","Phocidae","Lobodon","carcinophaga",NA,"Crabeater Seal",238333.33,17.842657592205,0.503496510538413,9.36858316221766,12.381425519022,2.88159208423013,-0.686178497257838,2.23736187480816,2.03858475209284,0.419278498555823,0.493596139733668,-0.0112694723331588
"10298","Mammalia","Carnivora","Phocidae","Mirounga","angustirostris",NA,"Northern Elephant Seal",914528.74,2.34243692396151,0.141195715730049,3.94729637234771,13.7261641733285,0.851191807963858,-1.9576082962385,1.37303088186471,2.46351676892229,-1.20721009212278,-0.403046447498178,-1.01235439387027
"10299","Mammalia","Carnivora","Phocidae","Mirounga","leonina",NA,"Southern Elephant Seal",1400000,1.8719093752905,0.0889285714285714,7.28699508265365,14.1519827945855,0.626958966248151,-2.41992179969859,1.98609126387711,2.5980737439559,-1.38683583536623,-0.72908094518497,-0.302295967833299
"10301","Mammalia","Carnivora","Phocidae","Monachus","schauinslandi",NA,"Hawaiian Monk Seal",197758.36,7.43120143290782,0.316825215379011,5.26735543630096,12.1948011603368,2.00568754591436,-1.1494050282099,1.66152842185846,1.97961220387937,-0.28238055594057,0.166917753305818,-0.678210947035436
"10304","Mammalia","Carnivora","Phocidae","Pagophilus","groenlandicus",NA,"Harp Seal",141125,7.31861681133747,0.232337041629761,5.87982602158621,11.857401301452,1.99042134991819,-1.45956619591339,1.77152717330719,1.87299520283254,-0.294609816299269,-0.051815292035324,-0.550808259451341
"10305","Mammalia","Carnivora","Phocidae","Phoca","largha",NA,"Spotted Seal",93097.92,9.00208081985075,0.257202309138593,8.88208030599243,11.4414071214474,2.19745575281875,-1.35789230867067,2.18403579826029,1.74154271179828,-0.128761191211933,0.0198875557226324,-0.0730327685618429
"10306","Mammalia","Carnivora","Phocidae","Phoca","vitulina",NA,"Harbor Seal",94283.33,10.1587417415146,0.253968543537866,10.1509489211342,11.4540596767488,2.31833459014188,-1.37054486397205,2.31756719088482,1.74554086848474,-0.0319290285793901,0.0109646722652636,0.0816258804969301
"10307","Mammalia","Carnivora","Phocidae","Pusa","caspica",NA,"Caspian Seal",86658.33,12.0197042800156,0.276315040919898,10.3988603988604,11.3697284243951,2.48654732647626,-1.28621361161838,2.34169622311067,1.71889253125606,0.102820803585633,0.0704370806951477,0.109572593654034
"10308","Mammalia","Carnivora","Phocidae","Pusa","hispida",NA,"Ringed Seal",88070,6.83547178380833,0.158964460088566,7.16176135067306,11.3858872317995,1.92212549249145,-1.83907462320211,1.96875594941719,1.7239986495326,-0.349319438925737,-0.319453677098548,-0.322374065295513
"10309","Mammalia","Carnivora","Phocidae","Pusa","sibirica",NA,"Baikal Seal",89499.99,42.2778147796441,0.747486117037555,9.60075152653828,11.4019937925311,3.74426247517354,-0.291039546414777,2.26184137942416,1.72908825807024,1.11033610172259,0.772257542419095,0.0170831647443636
"10315","Mammalia","Carnivora","Procyonidae","Bassariscus","astutus",NA,"Ringtail",1010.37,12.2901511327533,0.256044815265695,19.4666666666667,6.91807187938409,2.50879822071579,-1.3624027901921,2.96870360116607,0.312186932480024,0.1206452818602,0.0167066566873212,0.835784701039207
"10318","Mammalia","Carnivora","Procyonidae","Nasua","nasua",NA,"South American Coati",4000,15.80386809375,0.1825,9.59628010840936,8.29404964010203,2.76025472613049,-1.70100510595959,2.26137553467328,0.746990381538213,0.322079029623976,-0.222083763905199,0.0165436143178627
"10322","Mammalia","Carnivora","Procyonidae","Procyon","lotor",NA,"Raccoon",5075,16.1553817707828,0.231527093596059,20.58333333,8.53208180390999,2.78225323073866,-1.46305837733173,3.02448168667803,0.82220758981379,0.339701326653499,-0.0542780615759848,0.900387961611961
"10324","Mammalia","Carnivora","Ursidae","Ailuropoda","melanoleuca",NA,"Giant Panda",117500,6.45882259608511,0.187233957446809,4.96707323748764,11.6741936125664,1.86544704051508,-1.67539633477146,1.60283078082981,1.81510230856085,-0.394722730362648,-0.204023848310671,-0.746195693438522
"10328","Mammalia","Carnivora","Ursidae","Ursus","americanus",NA,"American Black Bear",132405,3.31889445542456,0.106113817454024,9.05954942523474,11.7936206861224,1.19963173211909,-2.24324301136055,2.20381938650415,1.85284078441094,-0.928086035748258,-0.604482854113475,-0.0501190329136782
"10329","Mammalia","Carnivora","Ursidae","Ursus","arctos",NA,"Brown Bear",240500,4.27005405405405,0.108108108108108,12.0240822431322,12.390475368528,1.45162648618946,-2.22462355152433,2.4869114923418,2.04144446820961,-0.726221114236311,-0.591351967411125,0.277763735231841
"10330","Mammalia","Carnivora","Ursidae","Ursus","maritimus",NA,"Polar Bear",371703.81,1.38801953630769,0.0477530752240608,9.21446078431373,12.8258526064346,0.327877937135188,-3.04171181153102,2.22077407441392,2.17902192773516,-1.62642006278527,-1.16758207625122,-0.030481784504897
"10332","Mammalia","Carnivora","Viverridae","Arctictis","binturong",NA,"Binturong",12999.99,19.6336689462838,0.161538585798912,9.59193693562162,9.47270386721261,2.97724589588155,-1.82301124350109,2.26092284301861,1.11944038605522,0.495903701538978,-0.308125399008516,0.0160192980625215
"10335","Mammalia","Carnivora","Viverridae","Civettictis","civetta",NA,"African Civet",13666.67,15.7636164478984,0.110780460785253,28,9.52271530092074,2.75770452814983,-2.20020486692335,3.3322045101752,1.1352437983555,0.320036147750878,-0.574131329232771,1.25679850471509
"10361","Mammalia","Carnivora","Viverridae","Viverra","civettina",NA,"Malabar Large-spotted Civet",12871.125,16.7379420213851,0.117627635501947,28,9.46274170935733,2.81767811971324,-2.14023127535993,3.3322045101752,1.11629238416216,0.368079069907733,-0.531836523535971,1.25679850471509
"10367","Mammalia","Cetacea","Balaenidae","Eubalaena","australis",NA,"Southern Right Whale",2.3e+07,1.20925799723154,0.0379459,7.77777777777778,16.9510047738934,0.190006946080557,-3.27159381786755,2.05127066471314,3.48255345382982,-1.73686409520447,-1.32970034427112,-0.226803921494008
"10368","Mammalia","Cetacea","Balaenidae","Eubalaena","glacialis",NA,"North Atlantic Right Whale",2.3e+07,4.22391304347826,0.217391304347826,7.30444808181699,16.9510047738934,1.4407619598943,-1.52605630349505,1.98848348886677,3.48255345382982,-0.734924338063045,-0.0987057000902053,-0.299525246448067
"10369","Mammalia","Cetacea","Balaenidae","Eubalaena","japonica",NA,"North Pacific Right Whale",2.3e+07,4.22391304347826,0.217391304347826,6.98668373221188,16.9510047738934,1.4407619598943,-1.52605630349505,1.94400601336933,3.48255345382982,-0.734924338063045,-0.0987057000902053,-0.351039921302998
"10374","Mammalia","Cetacea","Balaenopteridae","Balaenoptera","musculus",NA,"Blue Whale",1.49e+08,4.09312080536913,0.114093959731544,16.2963057454842,18.8194568639097,1.40930771219054,-2.17073296188924,2.79093844074434,4.07297681409923,-0.760121327847059,-0.553347039607327,0.629893644111132
"10375","Mammalia","Cetacea","Balaenopteridae","Balaenoptera","physalus",NA,"Fin Whale",38800000,6.2680412371134,0.164948453608247,15.0016134684144,17.4739308045935,1.83546390346278,-1.8021222562636,2.70815775987852,3.64779598044745,-0.418741260550195,-0.293393987509199,0.534015453827638
"10381","Mammalia","Cetacea","Delphinidae","Delphinus","capensis",NA,"Long-beaked Common Dolphin",77818.345,4.27456994131654,0.514017549460863,4.35927933397282,11.2621324792859,1.45268349880591,-0.665497871189861,1.47230675332578,1.68489264450373,-0.725374375304611,0.508180609971845,-0.897371153880593
"10382","Mammalia","Cetacea","Delphinidae","Delphinus","delphis",NA,"Short-beaked Common Dolphin",77818.345,4.27456994131654,0.514017549460863,4.63817660544892,11.2621324792859,1.45268349880591,-0.665497871189861,1.53432131604046,1.68489264450373,-0.725374375304611,0.508180609971845,-0.825544684442111
"10404","Mammalia","Cetacea","Delphinidae","Stenella","clymene",NA,"Clymene Dolphin",75000,4.47999944,0.533333266666667,3.74869415779572,11.2252433925184,1.49962292142689,-0.628608784422382,1.32140755475025,1.67323584116213,-0.687772708166119,0.534195672876876,-1.07214553267679
"10405","Mammalia","Cetacea","Delphinidae","Stenella","coeruleoalba",NA,"Striped Dolphin",122950,2.09823653802359,0.0843427409516063,6.77857573645134,11.7195330476443,0.74109724814875,-2.47286653235843,1.91376701151484,1.82942938804793,-1.29540331566014,-0.766418832113906,-0.386063319799639
"10407","Mammalia","Cetacea","Delphinidae","Stenella","longirostris",NA,"Spinner Dolphin",72666.665,4.5776142116884,0.550458659414189,3.74869415779572,11.1936380301673,1.5211779479245,-0.597003422071271,1.32140755475025,1.66324867352664,-0.670505667238303,0.556484527433864,-1.07214553267679
"10412","Mammalia","Cetacea","Iniidae","Inia","geoffrensis",NA,"Amazon River Dolphin",98500,2.2577055848852,0.112885279187817,5.9958932238193,11.4978118271602,0.814349069664359,-2.18138320438963,1.79107477217974,1.75936637238872,-1.23672362903171,-0.560857844370478,-0.528167851270529
"10413","Mammalia","Cetacea","Iniidae","Lipotes","vexillifer",NA,"Baiji",97819.16,1.50954827169874,0.102338642041089,2.69627032727392,11.4908757468555,0.411810448254804,-2.27946794478558,0.99186945778374,1.75717459885464,-1.55918441801177,-0.63002954025734,-1.45382294866504
"10418","Mammalia","Cetacea","Phocoenidae","Neophocaena","phocaenoides",NA,"Finless Porpoise",32500,8.66923076923077,0.753846153846154,3.92286042402799,10.3889953683178,2.15978006358419,-0.282566971785011,1.3668210877079,1.40898482230786,-0.158941978420374,0.778232603914931,-1.01954669791465
"10426","Mammalia","Cetacea","Physeteridae","Physeter","catodon",NA,"Sperm Whale",10100000,2.34964356435644,0.132673267326733,7.28576909516995,16.1280459818115,0.854263641910348,-2.01986580988439,1.98592300650718,3.22250177898059,-1.20474934439494,-0.4469519294641,-0.302490846782857
"10480","Mammalia","Chiroptera","Emballonuridae","Saccopteryx","bilineata",NA,"Greater Sac-winged Bat",7.9,4.70798734177215,0.788607594936709,6,2.06686275947298,1.5492605007309,-0.237486426673614,1.79175946922805,-1.22077567611571,-0.648009634179869,0.810024478413162,-0.527374821868034
"10484","Mammalia","Chiroptera","Emballonuridae","Taphozous","achates",NA,"Indonesian Tomb Bat",25.99,9.61908426317815,0.769526741054252,29.9770039421813,3.2577118486534,2.26374906920885,-0.261979575099408,3.40043055246316,-0.844472144136176,-0.0756557400321162,0.792751326571382,1.33581923028
"10486","Mammalia","Chiroptera","Emballonuridae","Taphozous","georgianus",NA,"Sharp-nosed Tomb Bat",24.43,3.13139582480557,0.626279164961113,6.55837855320372,3.19581188526965,1.14147885556284,-0.467959056871259,1.8807434006363,-0.864032284092062,-0.974670441463473,0.647489688374244,-0.424311906481276
"10493","Mammalia","Chiroptera","Emballonuridae","Taphozous","melanopogon",NA,"Black-bearded Tomb Bat",25.99,9.61908426317815,0.769526741054252,29.9770039421813,3.2577118486534,2.26374906920885,-0.261979575099408,3.40043055246316,-0.844472144136176,-0.0756557400321162,0.792751326571382,1.33581923028
"10497","Mammalia","Chiroptera","Emballonuridae","Taphozous","troughtoni",NA,"Troughton's Tomb Bat",27.475,2.78434940855323,0.556869881710646,6.55837855320372,3.31327650028968,1.0240142405428,-0.585423671891295,1.8807434006363,-0.826913937261838,-1.06876758002862,0.564650843159039,-0.424311906481276
"10533","Mammalia","Chiroptera","Hipposideridae","Hipposideros","fulvus",NA,"Fulvus Leaf-nosed Bat",8.39,6.40405244338498,0.536352800953516,7.69237524038673,2.12704052047911,1.85693098426162,-0.622963123702841,2.04022960973827,-1.20175974519804,-0.401544670103172,0.538177127329384,-0.239591885530285
