"","class","order","family","genus","species","subspecies","common_name","adult_body_mass_g","C_E","I_m","E_alpha","log_bodymass","log_C_E","log_I_m","log_E_alpha","scale_log_bodymass","scale_log_C_E","scale_log_I_m","scale_log_E_alpha"
"14545","Mammalia","Soricomorpha","Soricidae","Crocidura","suaveolens",NA,"Lesser White-toothed Shrew",7.425,20.3636363636364,0.538720538720539,5.63142857142857,2.00485268468876,3.01375077905667,-0.618558323568873,1.72836315266926,-1.24037061083214,0.52514659353541,0.541283497332295,-0.600801665410777
"14557","Mammalia","Soricomorpha","Soricidae","Crocidura","vorax",NA,"Voracious Shrew",10.6,32.8688301886792,0.726415094339623,15.5733333333333,2.36085400111802,3.49252479801572,-0.319633672258383,2.74556004985186,-1.12787562386961,0.908677116286442,0.752092283592693,0.577335511570522
"14567","Mammalia","Soricomorpha","Soricidae","Crocidura","zimmermanni",NA,"Cretan Shrew",10.6,32.8688301886792,0.726415094339623,15.5733333333333,2.36085400111802,3.49252479801572,-0.319633672258383,2.74556004985186,-1.12787562386961,0.908677116286442,0.752092283592693,0.577335511570522
"14589","Mammalia","Soricomorpha","Soricidae","Cryptotis","orophila",NA,"Central American Least Shrew",6.2,15.3042674754728,0.620967741935484,19.770833336375,1.82454929205105,2.72813170947299,-0.476476143751353,2.98420778785588,-1.29734575914767,0.29634631046395,0.641483235778931,0.853741950799522
"14590","Mammalia","Soricomorpha","Soricidae","Cryptotis","parva",NA,"North American Least Shrew",6.2,15.3042674754728,0.620967741935484,19.770833336375,1.82454929205105,2.72813170947299,-0.476476143751353,2.98420778785588,-1.29734575914767,0.29634631046395,0.641483235778931,0.853741950799522
"14595","Mammalia","Soricomorpha","Soricidae","Cryptotis","tropicalis",NA,"Tropical Small-eared Shrew",6.2,15.3042674754728,0.620967741935484,19.770833336375,1.82454929205105,2.72813170947299,-0.476476143751353,2.98420778785588,-1.29734575914767,0.29634631046395,0.641483235778931,0.853741950799522
"14610","Mammalia","Soricomorpha","Soricidae","Neomys","fodiens",NA,"Eurasian Water Shrew",15.13,19.911384666226,0.660938532716457,6.93844695191784,2.71667952780026,2.99129166192739,-0.414094434806219,1.93707796733135,-1.0154361857615,0.507155314577026,0.685476303228941,-0.359064118608148
"14611","Mammalia","Soricomorpha","Soricidae","Neomys","teres",NA,"Transcaucasian Water Shrew",15.13,19.7369464639788,0.660938532716457,6.85278711300528,2.71667952780026,2.98249233429825,-0.414094434806219,1.92465544733279,-1.0154361857615,0.500106455215781,0.685476303228941,-0.373452122231272
"14622","Mammalia","Soricomorpha","Soricidae","Sorex","antinorii",NA,"Valais Shrew",8.195,25.8557657107993,1.03721781574131,2.23947291274682,2.10352421219579,3.25253362098882,0.0365419513004778,0.806240531368503,-1.20919080421847,0.716427875651191,1.00327581954,-1.66882197190101
"14623","Mammalia","Soricomorpha","Soricidae","Sorex","araneus",NA,"Common Shrew",8.195,25.8557657107993,1.03721781574131,2.23947291274682,2.10352421219579,3.25253362098882,0.0365419513004778,0.806240531368503,-1.20919080421847,0.716427875651191,1.00327581954,-1.66882197190101
"14631","Mammalia","Soricomorpha","Soricidae","Sorex","camtschatica",NA,"Kamchatka Shrew",5.1,13.7726715686275,0.686274509803922,2.44788607883834,1.62924053973028,2.62268630762077,-0.376477571234912,0.895224827144979,-1.35906254088985,0.211877378373608,0.712004611675987,-1.56575863449589
"14633","Mammalia","Soricomorpha","Soricidae","Sorex","cinereus",NA,"Cinereus Shrew",5.1,13.7726715686275,0.686274509803922,2.44788607883834,1.62924053973028,2.62268630762077,-0.376477571234912,0.895224827144979,-1.35906254088985,0.211877378373608,0.712004611675987,-1.56575863449589
"14634","Mammalia","Soricomorpha","Soricidae","Sorex","coronatus",NA,"Millet's Shrew",8.4,19.3223214324359,1.01190476190476,1.90440544218447,2.12823170584927,2.96126097852448,0.0118344576470028,0.644169856023953,-1.20138333540262,0.483098696531774,0.985851506336685,-1.85653537178528
"14639","Mammalia","Soricomorpha","Soricidae","Sorex","excelsus",NA,"Chinese Highland Shrew",8.2,25.84,1.03658536585366,2.23947291274682,2.10413415427021,3.2519236789144,0.0359320092260634,0.806240531368503,-1.20899806497133,0.715939270602912,1.00284567385669,-1.66882197190101
"14640","Mammalia","Soricomorpha","Soricidae","Sorex","fumeus",NA,"Smoky Shrew",8.015,7.48467716584716,0.49906425452277,1.52453219793926,2.08131478606152,2.01285788612609,-0.695020424941626,0.421687607550634,-1.21620889372578,-0.276636626193328,0.487360601663958,-2.11421862747629
"14642","Mammalia","Soricomorpha","Soricidae","Sorex","gracillimus",NA,"Slender Shrew",4.26,19.2197887323944,1.11032863849765,2.22796977383604,1.44926916028128,2.95594041141068,0.104656042222563,0.801090755472133,-1.41593277437048,0.478836560731413,1.05131149933946,-1.67478654223487
"14644","Mammalia","Soricomorpha","Soricidae","Sorex","haydeni",NA,"Prairie Shrew",5,12.7047375,0.7,2.44788607883834,1.6094379124341,2.54197495540166,-0.356674943938732,0.895224827144979,-1.36532009162548,0.147222100763008,0.72596989626116,-1.56575863449589
"14648","Mammalia","Soricomorpha","Soricidae","Sorex","jacksoni",NA,"St. Lawrence Island Shrew",5.2,13.5078125,0.673076923076923,2.44788607883834,1.64865862558738,2.60326822176367,-0.395895657092014,0.895224827144979,-1.35292650370537,0.196322172107841,0.698310514875707,-1.56575863449589
"14649","Mammalia","Soricomorpha","Soricidae","Sorex","leucogaster",NA,"Paramushir Shrew",4.36,14.0290997680915,0.802752293577982,2.11485494300542,1.47247205736094,2.6411337272725,-0.219709088865575,0.74898622527878,-1.40860075203233,0.226655015050339,0.822561480596904,-1.73513501978131
"14657","Mammalia","Soricomorpha","Soricidae","Sorex","minutus",NA,"Eurasian Pygmy Shrew",4.2,19.9504642857143,1.12619047619048,2.22796977383604,1.43508452528932,2.99325241553195,0.118840677214519,0.801090755472133,-1.42041506208923,0.508726011451053,1.06131484189783,-1.67478654223487
"14659","Mammalia","Soricomorpha","Soricidae","Sorex","monticolus",NA,"Dusky Shrew",5.99,15.7144156928214,0.917362270450751,1.39919651619235,1.79009141212736,2.75457848806426,-0.0862528242717733,0.335898154862341,-1.30823431088577,0.31753197722223,0.916678018107368,-2.213581635646
"14661","Mammalia","Soricomorpha","Soricidae","Sorex","neomexicanus",NA,"New Mexico Shrew",5.99,15.7144156928214,0.917362270450751,1.39919651619235,1.79009141212736,2.75457848806426,-0.0862528242717733,0.335898154862341,-1.30823431088577,0.31753197722223,0.916678018107368,-2.213581635646
"14663","Mammalia","Soricomorpha","Soricidae","Sorex","orizabae",NA,"Orizaba Long-tailed Shrew",5.785,15.8010933448574,0.949870354364736,1.31181713628522,1.75526836064564,2.76007913668038,-0.0514297727900552,0.271413302976519,-1.31923825537037,0.321938370542822,0.941236063703679,-2.28826924191893
"14665","Mammalia","Soricomorpha","Soricidae","Sorex","pacificus",NA,"Pacific Shrew",5.99,13.0586519198664,0.917362270450751,1.31181713628522,1.79009141212736,2.56945089645823,-0.0862528242717733,0.271413302976519,-1.30823431088577,0.169232196589457,0.916678018107368,-2.28826924191893
"14667","Mammalia","Soricomorpha","Soricidae","Sorex","planiceps",NA,"Kashmir Pygmy Shrew",4.2,19.9504642857143,1.12619047619048,2.22796977383604,1.43508452528932,2.99325241553195,0.118840677214519,0.801090755472133,-1.42041506208923,0.508726011451053,1.06131484189783,-1.67478654223487
"14668","Mammalia","Soricomorpha","Soricidae","Sorex","portenkoi",NA,"Portenko's Shrew",5.2,13.5078125,0.673076923076923,2.44788607883834,1.64865862558738,2.60326822176367,-0.395895657092014,0.895224827144979,-1.35292650370537,0.196322172107841,0.698310514875707,-1.56575863449589
"14671","Mammalia","Soricomorpha","Soricidae","Sorex","roboratus",NA,"Flat-skulled Shrew",8.2,25.8596951219512,1.03658536585366,2.23947291274682,2.10413415427021,3.25268558371316,0.0359320092260634,0.806240531368503,-1.20899806497133,0.716549608119537,1.00284567385669,-1.66882197190101
"14672","Mammalia","Soricomorpha","Soricidae","Sorex","samniticus",NA,"Apennine Shrew",8.2,25.84,1.03658536585366,2.23947291274682,2.10413415427021,3.2519236789144,0.0359320092260634,0.806240531368503,-1.20899806497133,0.715939270602912,1.00284567385669,-1.66882197190101
"14673","Mammalia","Soricomorpha","Soricidae","Sorex","satunini",NA,"Caucasian Shrew",8.195,24.8112873703478,1.03721781574131,2.23947291274682,2.10352421219579,3.21129868552913,0.0365419513004778,0.806240531368503,-1.20919080421847,0.683395890359166,1.00327581954,-1.66882197190101
"14677","Mammalia","Soricomorpha","Soricidae","Sorex","sinalis",NA,"Chinese Shrew",8.2,25.84,1.03658536585366,2.23947291274682,2.10413415427021,3.2519236789144,0.0359320092260634,0.806240531368503,-1.20899806497133,0.715939270602912,1.00284567385669,-1.66882197190101
"14678","Mammalia","Soricomorpha","Soricidae","Sorex","sonomae",NA,"Fog Shrew",6.35,12.3183188976378,0.865354330708662,1.31181713628522,1.8484548129046,2.51108749568099,-0.144616225049015,0.271413302976519,-1.28979171051738,0.122479146667719,0.875518757317263,-2.28826924191893
"14681","Mammalia","Soricomorpha","Soricidae","Sorex","thibetanus",NA,"Tibetan Shrew",4.2,19.9504642857143,1.12619047619048,2.22796977383604,1.43508452528932,2.99325241553195,0.118840677214519,0.801090755472133,-1.42041506208923,0.508726011451053,1.06131484189783,-1.67478654223487
"14684","Mammalia","Soricomorpha","Soricidae","Sorex","ugyunak",NA,"Barren Ground Shrew",5.1,13.7726715686275,0.686274509803922,2.44788607883834,1.62924053973028,2.62268630762077,-0.376477571234912,0.895224827144979,-1.35906254088985,0.211877378373608,0.712004611675987,-1.56575863449589
"14686","Mammalia","Soricomorpha","Soricidae","Sorex","vagrans",NA,"Vagrant Shrew",5.58,16.3815994623656,0.984767025089606,1.31181713628522,1.71918877639322,2.79615872093281,-0.0153501885376348,0.271413302976519,-1.33063925916665,0.35084056920234,0.966680246147944,-2.28826924191893
"14690","Mammalia","Soricomorpha","Soricidae","Sorex","volnuchini",NA,"Caucasian Pygmy Shrew",4.2,19.9504642857143,1.12619047619048,2.22796977383604,1.43508452528932,2.99325241553195,0.118840677214519,0.801090755472133,-1.42041506208923,0.508726011451053,1.06131484189783,-1.67478654223487
"14693","Mammalia","Soricomorpha","Soricidae","Suncus","etruscus",NA,"Etruscan Shrew",2.33,32.3333980686695,0.890557939914163,4.31725588119332,0.845868267577609,3.47610069195707,-0.115907113894948,1.46261998773623,-1.60660503434615,0.895520291285599,0.895765106524233,-0.908590553681511
"14694","Mammalia","Soricomorpha","Soricidae","Suncus","fellowesgordoni",NA,"Sri Lankan Shrew",2.33,32.3333980686695,0.890557939914163,4.31725588119332,0.845868267577609,3.47610069195707,-0.115907113894948,1.46261998773623,-1.60660503434615,0.895520291285599,0.895765106524233,-0.908590553681511
"14695","Mammalia","Soricomorpha","Soricidae","Suncus","hosei",NA,"Bornean Pgymy Shrew",2.33,32.3333980686695,0.890557939914163,4.31725588119332,0.845868267577609,3.47610069195707,-0.115907113894948,1.46261998773623,-1.60660503434615,0.895520291285599,0.895765106524233,-0.908590553681511
"14698","Mammalia","Soricomorpha","Soricidae","Suncus","madagascariensis",NA,"Madagascan Pgymy Shrew",2.4,31.390340625,0.864583333333333,4.31725588119332,0.8754687373539,3.44650022218078,-0.145507583671238,1.46261998773623,-1.59725140471644,0.871808303589066,0.874890149979428,-0.908590553681511
"14699","Mammalia","Soricomorpha","Soricidae","Suncus","malayanus",NA,"Malayan Pgymy Shrew",2.4,31.390340625,0.864583333333333,4.31725588119332,0.8754687373539,3.44650022218078,-0.145507583671238,1.46261998773623,-1.59725140471644,0.871808303589066,0.874890149979428,-0.908590553681511
"14701","Mammalia","Soricomorpha","Soricidae","Suncus","montanus",NA,"Asian Highland Shrew",45.87,48.2364780902551,0.645519947678221,25.3472222222222,3.82581130860908,3.87611554167442,-0.437699166495581,3.23266914700054,-0.664954995204974,1.21595936764532,0.668829684037043,1.14151471638934
"14702","Mammalia","Soricomorpha","Soricidae","Suncus","murinus",NA,"Asian House Shrew",45.87,48.2364780902551,0.645519947678221,25.3472222222222,3.82581130860908,3.87611554167442,-0.437699166495581,3.23266914700054,-0.664954995204974,1.21595936764532,0.668829684037043,1.14151471638934
"14705","Mammalia","Soricomorpha","Soricidae","Suncus","zeylanicus",NA,"Jungle Shrew",45.87,48.2364780902551,0.645519947678221,25.3472222222222,3.82581130860908,3.87611554167442,-0.437699166495581,3.23266914700054,-0.664954995204974,1.21595936764532,0.668829684037043,1.14151471638934
"14718","Mammalia","Soricomorpha","Talpidae","Condylura","cristata",NA,"Star-nosed Mole",52.15,6.35666347075743,0.575263662511985,3.00006575486586,3.95412418144678,1.84950362817914,-0.552926799784626,1.09863420671653,-0.624408642450488,-0.407494487027584,0.587568411636691,-1.33016594552515
"14719","Mammalia","Soricomorpha","Talpidae","Desmana","moschata",NA,"Desman",983.805,13.8100061786253,0.15541697795803,19.1309851926199,6.89142770668213,2.62539341482337,-1.86164359374712,2.95130928200167,0.303767480858896,0.214045955195742,-0.335369852853479,0.815638263183748
"14732","Mammalia","Soricomorpha","Talpidae","Parascalops","breweri",NA,"Hairy-tailed Mole",50.645,15.2241040576562,0.686543587718432,5.75511890233327,3.92484050913876,2.72287996507665,-0.37608556311899,1.75008970266124,-0.633662165351886,0.292139306336907,0.712281065139291,-0.575637553778117
"14743","Mammalia","Soricomorpha","Talpidae","Talpa","caucasica",NA,"Caucasian Mole",90.015,9.11933194467589,0.531522524023774,4.47633914437782,4.49997632310959,2.21039654972293,-0.63200970387836,1.49880555710072,-0.45192155679661,-0.118394733541012,0.53179726344647,-0.866679725348651
