class,order,family,genus,species,subspecies,common_name,female_maturity_d,litter_or_clutch_size_n,litters_or_clutches_per_y,adult_body_mass_g,maximum_longevity_y,gestation_d,weaning_d,birth_or_hatching_weight_g,weaning_weight_g,egg_mass_g,incubation_d,fledging_age_d,longevity_y,male_maturity_d,inter_litter_or_interbirth_interval_y,female_body_mass_g,male_body_mass_g,no_sex_body_mass_g,egg_width_mm,egg_length_mm,fledging_mass_g,adult_svl_cm,male_svl_cm,female_svl_cm,birth_or_hatching_svl_cm,female_svl_at_maturity_cm,female_body_mass_at_maturity_g,no_sex_svl_cm,no_sex_maturity_d
Mammalia,Soricomorpha,Soricidae,Crocidura,horsfieldii,NA,Horsfield's Shrew,NA,3.14,NA,5.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.388,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,ichnusae,NA,North African White-toothed Shrew,75,4.04,3.5,10.6,4,29,23.82,0.88,7.7,NA,NA,NA,3.2,75,0.077344285,NA,NA,10.8,NA,NA,NA,8.2145,NA,NA,2.949,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,indochinensis,NA,Indochinese Shrew,NA,3.14,NA,5.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.388,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,jacksoni,NA,Jackson's Shrew,NA,3.49,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,jenkinsi,NA,Jenkin's Shrew,NA,3,NA,31.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,jouvenetae,NA,Jouvenet's Shrew,NA,3,NA,9.645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,kivuana,NA,Kivu Shrew,NA,1.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,lanosa,NA,Kivu Long-haired Shrew,NA,3.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,lasiura,NA,Ussuri White-toothed Shrew,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.78,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,lepidura,NA,Sumatran Giant Shrew,NA,1.615,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,leucodon,NA,Bicolored Shrew,107.16,4.72,NA,10.94,3,30.13164,22,0.89,NA,NA,NA,NA,3,95,NA,NA,NA,11.7,NA,NA,NA,12.9,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,littoralis,NA,Naked-tail Shrew,NA,2.99,NA,17.305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,longipes,NA,Savanna Swamp Shrew,NA,NA,NA,19.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,ludia,NA,Ludia's Shrew,NA,NA,NA,5.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,luna,NA,Moonshine Shrew,NA,1.99,NA,12.55,0.083333333,NA,NA,NA,NA,NA,NA,NA,0.083333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,lusitania,NA,Mauritanian Shrew,NA,NA,NA,2.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.099,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,macmillani,NA,MacMillan's Shrew,NA,2.865,NA,12.8,0.083333333,NA,NA,NA,NA,NA,NA,NA,0.083333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,malayana,NA,Malayan Shrew,NA,1.615,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,maquassiensis,NA,Makwassie Musk Shrew,NA,NA,NA,5.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,mariquensis,NA,Swamp Musk Shrew,NA,3.72,NA,10.025,0.083333333,NA,NA,NA,NA,NA,NA,NA,0.083333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,maurisca,NA,Gracile Naked-tailed Shrew,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.4,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,monax,NA,Kilimanjaro Shrew,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,montis,NA,Montane White-toothed Shrew,NA,3.74,NA,14.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,muricauda,NA,West African Long-tailed Shrew,NA,NA,NA,5.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,mutesae,NA,Ugandan Musk Shrew,NA,3.67,2.38,15.8,0.333333333,18.1308,17.84862,1,10,NA,NA,NA,0.333333333,NA,0.161533196,NA,NA,NA,NA,NA,NA,11,NA,NA,3,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,nana,NA,Somali Dwarf Shrew,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,nanilla,NA,Savanna Dwarf Shrew,NA,NA,NA,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,negligens,NA,Peninsular Shrew,NA,1.615,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,negrina,NA,Negros Shrew,NA,NA,NA,11.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,nicobarica,NA,Nicobar Shrew,NA,3,NA,31.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,nigeriae,NA,Nigerian Shrew,NA,2.44,NA,17.1,0.416666667,NA,NA,NA,NA,NA,NA,NA,0.416666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,nigricans,NA,Blackish White-toothed Shrew,NA,3.94,NA,10.35,0.083333333,NA,NA,NA,NA,NA,NA,NA,0.083333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,nigrofusca,NA,African Black Shrew,NA,2.49,NA,11.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,niobe,NA,Niobe's Shrew,NA,2.99,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,obscurior,NA,West African Pygmy Shrew,NA,2.99,NA,3.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,olivieri,NA,African Giant Shrew,NA,3.37,NA,36.36,2.2,25,NA,2.26,20.7,NA,NA,NA,1.683333333,NA,NA,NA,NA,33.2,NA,NA,NA,12.4055,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,orientalis,NA,Oriental Shrew,NA,1.615,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,orii,NA,Ryukyu Shrew,75,4.165,3.5,10.6,4,29,23.82,0.88,7.7,NA,NA,NA,3.2,75,0.077344285,NA,NA,10.8,NA,NA,NA,8.2145,NA,NA,2.949,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,pasha,NA,Sahelian Tiny Shrew,NA,NA,NA,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,phaeura,NA,Guramba Shrew,NA,NA,NA,10.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,planiceps,NA,Flat-headed Shrew,NA,3,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,poensis,NA,Fraser's Musk Shrew,NA,2.44,NA,17.1,0.416666667,NA,NA,NA,NA,NA,NA,NA,0.416666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,polia,NA,Polia's Shrew,NA,NA,NA,5.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,pullata,NA,Kashmir White-toothed Shrew,75,4.04,3.5,10.6,4,29,23.82,0.88,7.7,NA,NA,NA,3.2,75,0.077344285,NA,NA,10.8,NA,NA,NA,8.2145,NA,NA,2.949,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,raineyi,NA,Rainey's Shrew,NA,NA,NA,14.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,rapax,NA,Chinese White-toothed Shrew,75,4.04,3.5,10.6,4,29,23.82,0.88,7.7,NA,NA,NA,3.2,75,0.077344285,NA,NA,10.8,NA,NA,NA,8.2145,NA,NA,2.949,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,religiosa,NA,Egyptian Pygmy Shrew,NA,NA,NA,7,1.25,NA,NA,NA,NA,NA,NA,NA,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,russula,NA,Greater White-toothed Shrew,75,4.04,3.5,10.6,4,29,23.82,0.88,7.7,NA,NA,NA,3.2,75,0.077344285,NA,NA,10.8,NA,NA,NA,8.2145,NA,NA,2.949,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,selina,NA,Ugandan Lowland Shrew,NA,3.74,NA,14.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,shantungensis,NA,Asian Lesser White-toothed Shrew,175,4,3.5,7.425,4,27.15,25.13094,0.53,4,NA,NA,NA,2.7,365,0.25,NA,NA,6.9,NA,NA,NA,8.2,NA,NA,NA,NA,NA,NA,91.32
Mammalia,Soricomorpha,Soricidae,Crocidura,sibirica,NA,Siberian Shrew,107.16,4.72,NA,10.94,3,30.13164,22,0.89,NA,NA,NA,NA,3,95,NA,NA,NA,11.7,NA,NA,NA,12.9,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,sicula,NA,Sicilian Shrew,101.08,4.38,3.5,10.84,4,29.76146,23.18,0.885,7.7,NA,NA,NA,3,85,0.077344285,NA,NA,11.25,NA,NA,NA,8.65,NA,NA,2.949,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,silacea,NA,Lesser Gray-brown Musk Shrew,75,4.02,3.5,10.25,4,29,23.82,0.88,7.7,NA,NA,NA,3.2,75,0.077344285,NA,NA,10.8,NA,NA,NA,8.6,NA,NA,2.949,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,smithii,NA,Desert Musk Shrew,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.8,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,somalica,NA,Somali Shrew,NA,NA,NA,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,stenocephala,NA,Kahuzi Swamp Shrew,NA,2.99,NA,17.305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,suaveolens,NA,Lesser White-toothed Shrew,175,4,3.5,7.425,4,27.15,25.13094,0.53,4,NA,NA,NA,2.7,365,0.25,NA,NA,6.9,NA,NA,NA,8.2,NA,NA,NA,NA,NA,NA,91.32
Mammalia,Soricomorpha,Soricidae,Crocidura,tanakae,NA,Taiwanese Gray Shrew,NA,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,tarella,NA,Tarella Shrew,NA,2.75,NA,12.42,0.083333333,NA,NA,NA,NA,NA,NA,NA,0.083333333,NA,NA,NA,NA,NA,NA,NA,NA,10.7,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,tarfayensis,NA,Saharan Shrew,NA,NA,NA,6.085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2495,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,tenuis,NA,Timor Shrew,NA,1.615,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,theresae,NA,Therese's Shrew,NA,1.99,NA,19.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,trichura,NA,Christmas Island Shrew,NA,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,turba,NA,Turbo Shrew,NA,2.75,NA,12.42,0.083333333,NA,NA,NA,NA,NA,NA,NA,0.083333333,NA,NA,NA,NA,NA,NA,NA,NA,10.7,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,ultima,NA,Ultimate Shrew,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,usambarae,NA,Usambara Shrew,NA,1.99,NA,11.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.972,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,viaria,NA,Savanna Path Shrew,NA,3.495,NA,15.3,NA,NA,20.39212,1.395,13.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.88,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,virgata,NA,Mamfe Shrew,NA,NA,NA,10.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,vorax,NA,Voracious Shrew,75,4.04,3.5,10.6,4,29,23.82,0.88,7.7,NA,NA,NA,3.2,75,0.077344285,NA,NA,10.8,NA,NA,NA,8.2145,NA,NA,2.949,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,vosmaeri,NA,Banka Shrew,NA,1.615,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,watasei,NA,Lesser Ryukyu Shrew,NA,3.14,NA,5.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.388,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,whitakeri,NA,Whitaker's Shrew,NA,NA,NA,5.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.12,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,wimmeri,NA,Wimmer's Shrew,NA,NA,NA,23.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,wuchihensis,NA,Hainan Island Shrew,NA,3.14,NA,5.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.388,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,yankariensis,NA,Yankari Shrew,NA,NA,NA,4.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,zaphiri,NA,Zaphir's Shrew,NA,3.37,NA,36.36,2.2,25,NA,2.26,20.7,NA,NA,NA,1.683333333,NA,NA,NA,NA,33.2,NA,NA,NA,12.9,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,zarudnyi,NA,Zarudny's Rock Shrew,NA,5.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.08,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,zimmeri,NA,Upemba Shrew,NA,NA,NA,14.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,zimmermanni,NA,Cretan Shrew,75,4.04,3.5,10.6,4,29,23.82,0.88,7.7,NA,NA,NA,3.2,75,0.077344285,NA,NA,10.8,NA,NA,NA,8.2145,NA,NA,2.949,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Cryptotis,alticola,NA,Central Mexican Broad-clawed Shrew,NA,2.995,NA,6.865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Cryptotis,endersi,NA,Enders' Small-eared Shrew,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.9,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Cryptotis,equatoris,NA,Ecuadorean Small-eared Shrew,NA,NA,NA,11.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Cryptotis,goldmani,NA,Goldman's Broad-clawed Shrew,NA,2.995,NA,6.865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Cryptotis,goodwini,NA,Goodwin's Broad-clawed Shrew,NA,NA,NA,16.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.4,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Cryptotis,gracilis,NA,Talamancan Small-eared Shrew,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Cryptotis,griseoventris,NA,Guatemalan Broad-clawed Shrew,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Cryptotis,hondurensis,NA,Honduran Small-eared Shrew,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.15,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Cryptotis,lacertosus,NA,Small-eared Shrew,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Cryptotis,magna,NA,Big Mexican Small-eared Shrew,NA,2.99,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.499,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Cryptotis,mam,NA,Small-eared Shrew,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Cryptotis,mayensis,NA,Yucatan Small-eared Shrew,NA,NA,NA,8.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.65,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Cryptotis,medellinia,NA,Medellin Small-eared Shrew,NA,NA,NA,11.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Cryptotis,mera,NA,Darien Small-eared Shrew,NA,NA,NA,8.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Cryptotis,meridensis,NA,Merida Small-eared Shrew,NA,3,NA,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Cryptotis,merriami,NA,Merriam's Small-eared Shrew,NA,NA,NA,8.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.95,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Cryptotis,mexicana,NA,Mexican Small-eared Shrew,NA,2.995,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6495,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Cryptotis,montivaga,NA,Wandering Small-eared Shrew,NA,NA,NA,11.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.96,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Cryptotis,nelsoni,NA,Nelson's Small-eared Shrew,NA,2.995,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6495,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Cryptotis,nigrescens,NA,Blackish Small-eared Shrew,NA,NA,NA,8.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Cryptotis,obscura,NA,Grizzled Mexican Small-eared Shrew,NA,2.995,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6495,NA,NA,NA,NA,NA,NA,NA
