class,order,family,genus,species,subspecies,common_name,female_maturity_d,litter_or_clutch_size_n,litters_or_clutches_per_y,adult_body_mass_g,maximum_longevity_y,gestation_d,weaning_d,birth_or_hatching_weight_g,weaning_weight_g,egg_mass_g,incubation_d,fledging_age_d,longevity_y,male_maturity_d,inter_litter_or_interbirth_interval_y,female_body_mass_g,male_body_mass_g,no_sex_body_mass_g,egg_width_mm,egg_length_mm,fledging_mass_g,adult_svl_cm,male_svl_cm,female_svl_cm,birth_or_hatching_svl_cm,female_svl_at_maturity_cm,female_body_mass_at_maturity_g,no_sex_svl_cm,no_sex_maturity_d
Aves,Cuculiformes,Cuculidae,Coccycua,minuta,NA,Little Cuckoo,NA,2,NA,39.3,NA,NA,NA,NA,NA,5.05,NA,NA,NA,NA,NA,38.8,40.3,38.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Cuculiformes,Cuculidae,Coccycua,pumila,NA,Dwarf Cuckoo,NA,NA,NA,37.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Cuculiformes,Cuculidae,Coccyzus,americanus,NA,Yellow-billed Cuckoo,365,3.25,1.5,61,5,NA,NA,8.5,NA,9.25,12,21,5,365,NA,62.6,59.65,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Cuculiformes,Cuculidae,Coccyzus,erythropthalmus,NA,Black-billed Cuckoo,365,2.605,1,49.57333333,5,NA,NA,7.4,NA,6.3,12,22.5,5,365,NA,55.75,44.05,50.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Cuculiformes,Cuculidae,Coccyzus,euleri,NA,Pearly-breasted Cuckoo,NA,NA,NA,53.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Cuculiformes,Cuculidae,Coccyzus,ferrugineus,NA,Cocos Cuckoo,NA,2.5,NA,67.2,NA,NA,NA,NA,NA,9.1,NA,NA,NA,NA,NA,69,64.3,65.825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Cuculiformes,Cuculidae,Coccyzus,lansbergi,NA,Grey-capped Cuckoo,NA,NA,NA,50.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Cuculiformes,Cuculidae,Coccyzus,longirostris,NA,Hispaniolan Lizard Cuckoo,NA,2.4,NA,101.925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Cuculiformes,Cuculidae,Coccyzus,melacoryphus,NA,Dark-billed Cuckoo,NA,2,NA,49.75,NA,NA,NA,NA,NA,8.6,NA,NA,NA,NA,NA,54.2,47.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Cuculiformes,Cuculidae,Coccyzus,merlini,NA,Great Lizard Cuckoo,NA,2.4,NA,173.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203.5,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Cuculiformes,Cuculidae,Coccyzus,minor,NA,Mangrove Cuckoo,NA,2.5,NA,65.825,NA,NA,NA,NA,NA,9.1,NA,NA,NA,NA,NA,69,64.3,63.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Cuculiformes,Cuculidae,Coccyzus,pluvialis,NA,Chestnut-bellied Cuckoo,NA,2.8,NA,163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Cuculiformes,Cuculidae,Coccyzus,rufigularis,NA,Bay-breasted Cuckoo,NA,2,NA,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Cuculiformes,Cuculidae,Coccyzus,vetula,NA,Jamaican Lizard Cuckoo,NA,NA,NA,95.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Cuculiformes,Cuculidae,Coccyzus,vieilloti,NA,Puerto Rican Lizard Cuckoo,NA,2.4,NA,83.95,7.583333333,NA,NA,NA,NA,NA,NA,NA,7.583333333,NA,NA,NA,NA,83.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Cuculiformes,Cuculidae,Coua,caerulea,NA,Blue Coua,NA,1,NA,245.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,245.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Cuculiformes,Cuculidae,Coua,coquereli,NA,Coquerel's Coua,NA,2,NA,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Cuculiformes,Cuculidae,Coua,cristata,NA,Crested Coua,NA,2,NA,148.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Cuculiformes,Cuculidae,Coua,cursor,NA,Running Coua,NA,2,NA,110.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Cuculiformes,Cuculidae,Coua,gigas,NA,Giant Coua,NA,3,NA,427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Cuculiformes,Cuculidae,Coua,reynaudii,NA,Red-fronted Coua,NA,2,NA,152.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Cuculiformes,Cuculidae,Coua,ruficeps,NA,Red-capped Coua,NA,2,NA,169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Cuculiformes,Cuculidae,Coua,serriana,NA,Red-breasted Coua,NA,2,NA,293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Cuculiformes,Cuculidae,Crotophaga,ani,NA,Smooth-billed Ani,730.5,4.15,3,112.625,NA,NA,NA,NA,NA,13.2,14,10.25,NA,NA,NA,97.4,114.8333334,98,26.235,36.515,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Cuculiformes,Cuculidae,Crotophaga,major,NA,Greater Ani,NA,2.45,NA,157,NA,NA,NA,NA,NA,31.2,NA,NA,NA,NA,NA,146.5,163.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Cuculiformes,Cuculidae,Crotophaga,sulcirostris,NA,Groove-billed Ani,NA,3.79,2,80,NA,NA,NA,NA,NA,10.3,12.5,10.25,NA,NA,NA,77.1,86.8,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Cuculiformes,Cuculidae,Cuculus,canorus,NA,Common Cuckoo,365,9.2,12,111.5,12.91666667,NA,NA,2.6,NA,3.4,12.5,19,12.90833333,365,NA,106,117,111.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Cuculiformes,Cuculidae,Cuculus,clamosus,NA,Black Cuckoo,NA,NA,NA,86,NA,NA,NA,NA,NA,4.115,13.5,20.5,NA,NA,NA,88.7,83.5,79.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Cuculiformes,Cuculidae,Cuculus,gularis,NA,African Cuckoo,365,9.2,12,111.5,12.91666667,NA,NA,2.6,NA,3.35,12.5,19,12.90833333,365,NA,106,117,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Cuculiformes,Cuculidae,Cuculus,lepidus,NA,Sunda Cuckoo,NA,NA,NA,74.3,NA,NA,NA,NA,NA,2.2,NA,NA,NA,NA,NA,76,71.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Cuculiformes,Cuculidae,Cuculus,micropterus,NA,Indian Cuckoo,NA,NA,NA,100.975,NA,NA,NA,NA,NA,4.05,12,21,NA,NA,NA,NA,NA,100.975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Cuculiformes,Cuculidae,Cuculus,nisicolor,NA,NA,NA,NA,NA,81.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Cuculiformes,Cuculidae,Cuculus,optatus,NA,Oriental Cuckoo,NA,NA,NA,89.5,NA,NA,NA,NA,NA,2.2,NA,NA,NA,NA,NA,77,98.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Cuculiformes,Cuculidae,Cuculus,poliocephalus,NA,Lesser Cuckoo,NA,NA,NA,51,NA,NA,NA,NA,NA,2.425,NA,NA,NA,NA,NA,40,53.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Cuculiformes,Cuculidae,Cuculus,rochii,NA,Madagascan Cuckoo,NA,NA,NA,53.85,NA,NA,NA,NA,NA,2.425,NA,NA,NA,NA,NA,40,54.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Cuculiformes,Cuculidae,Cuculus,saturatus,NA,Himalayan Cuckoo,NA,NA,NA,88.1,NA,NA,NA,NA,NA,2.2,NA,NA,NA,NA,NA,77,102.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Cuculiformes,Cuculidae,Cuculus,solitarius,NA,Red-chested Cuckoo,NA,NA,NA,73.45,NA,NA,NA,NA,NA,3.22,11.5,19,NA,NA,NA,71.8,74.15,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Cuculiformes,Cuculidae,Dasylophus,cumingi,NA,Scale-feathered Malkoha,NA,NA,NA,170.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162.5,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Cuculiformes,Cuculidae,Dasylophus,superciliosus,NA,Rough-crested Malkoha,NA,NA,NA,122.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Cuculiformes,Cuculidae,Dromococcyx,pavoninus,NA,Pavonine Cuckoo,NA,NA,NA,45.825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Cuculiformes,Cuculidae,Dromococcyx,phasianellus,NA,Pheasant Cuckoo,NA,NA,NA,90.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Cuculiformes,Cuculidae,Eudynamys,melanorhynchus,NA,Black-billed Koel,NA,1,NA,244.225,NA,NA,NA,NA,NA,10.4,13.5,19,NA,NA,NA,243,261.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Cuculiformes,Cuculidae,Eudynamys,orientalis,NA,Pacific Koel,NA,1,NA,217.5,NA,NA,NA,NA,NA,10.4,13.5,19,NA,NA,NA,223.5,202,210.6666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Cuculiformes,Cuculidae,Eudynamys,scolopaceus,NA,Asian Koel,NA,1,NA,209.5,NA,NA,NA,NA,NA,10.4,13.5,19,NA,NA,NA,223.5,202,187.4166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Cuculiformes,Cuculidae,Geococcyx,californianus,NA,Greater Roadrunner,365,4,1.5,376,9,NA,NA,14,NA,19.2,18.75,NA,3.8,365,NA,286.15,319.1,376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Cuculiformes,Cuculidae,Geococcyx,velox,NA,Lesser Roadrunner,NA,2.4,NA,181.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175.75,187.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Cuculiformes,Cuculidae,Guira,guira,NA,Guira Cuckoo,NA,8.25,NA,138.5,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,130,139.5,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Cuculiformes,Cuculidae,Hierococcyx,bocki,NA,Dark Hawk-Cuckoo,NA,NA,NA,130.5,NA,NA,NA,NA,NA,5.05,NA,NA,NA,NA,NA,NA,150,130.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Cuculiformes,Cuculidae,Hierococcyx,fugax,NA,Malaysian Hawk-Cuckoo,NA,NA,NA,80.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Cuculiformes,Cuculidae,Hierococcyx,hyperythrus,NA,Rufous Hawk-Cuckoo,NA,NA,NA,101.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Cuculiformes,Cuculidae,Hierococcyx,nisicolor,NA,Hodgson's Hawk-Cuckoo,NA,NA,NA,80.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Cuculiformes,Cuculidae,Hierococcyx,pectoralis,NA,Philippine Hawk-Cuckoo,NA,NA,NA,78.975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Cuculiformes,Cuculidae,Hierococcyx,sparverioides,NA,Large Hawk-Cuckoo,NA,NA,NA,150,NA,NA,NA,NA,NA,5.05,NA,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Cuculiformes,Cuculidae,Hierococcyx,vagans,NA,Moustached Hawk-Cuckoo,NA,NA,NA,57.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Cuculiformes,Cuculidae,Hierococcyx,varius,NA,Common Hawk-Cuckoo,NA,NA,NA,103,NA,NA,NA,NA,NA,6.1,NA,NA,NA,NA,NA,104,NA,102.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Cuculiformes,Cuculidae,Microdynamis,parva,NA,Dwarf Koel,NA,NA,NA,46.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.5,44.975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Cuculiformes,Cuculidae,Morococcyx,erythropygus,NA,Lesser Ground Cuckoo,NA,2,NA,65.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.4,61.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Cuculiformes,Cuculidae,Neomorphus,geoffroyi,NA,Rufous-vented Ground Cuckoo,NA,1,NA,354.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,374.75,350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Cuculiformes,Cuculidae,Neomorphus,pucheranii,NA,Red-billed Ground Cuckoo,NA,NA,NA,330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Cuculiformes,Cuculidae,Neomorphus,radiolosus,NA,Banded Ground Cuckoo,NA,NA,NA,399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Cuculiformes,Cuculidae,Neomorphus,rufipennis,NA,Rufous-winged Ground Cuckoo,NA,NA,NA,328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,327.75,435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Cuculiformes,Cuculidae,Neomorphus,squamiger,NA,Scaled Ground Cuckoo,NA,1,NA,354.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,374.75,350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Cuculiformes,Cuculidae,Pachycoccyx,audeberti,NA,Thick-billed Cuckoo,NA,1.1,NA,103.5,NA,NA,NA,NA,NA,2.2,13,30,NA,NA,NA,113,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Cuculiformes,Cuculidae,Phaenicophaeus,curvirostris,NA,Chestnut-breasted Malkoha,NA,NA,NA,152.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Cuculiformes,Cuculidae,Phaenicophaeus,diardi,NA,Black-bellied Malkoha,NA,NA,NA,63.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Cuculiformes,Cuculidae,Phaenicophaeus,sumatranus,NA,Chestnut-bellied Malkoha,NA,NA,NA,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.9,87.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Cuculiformes,Cuculidae,Phaenicophaeus,tristis,NA,Green-billed Malkoha,NA,3,NA,115,NA,NA,NA,NA,NA,12.25,NA,NA,NA,NA,NA,114,116,115.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Cuculiformes,Cuculidae,Phaenicophaeus,viridirostris,NA,Blue-faced Malkoha,NA,NA,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Cuculiformes,Cuculidae,Piaya,cayana,NA,Squirrel Cuckoo,NA,2,NA,103.25,NA,NA,NA,NA,NA,11.3,19,NA,NA,NA,NA,100,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Cuculiformes,Cuculidae,Piaya,melanogaster,NA,Black-bellied Cuckoo,NA,NA,NA,105,NA,NA,NA,NA,NA,10.4,NA,NA,NA,NA,NA,108,97.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Cuculiformes,Cuculidae,Rhinortha,chlorophaea,NA,Raffles's Malkoha,NA,NA,NA,52.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.4,53.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Cuculiformes,Cuculidae,Scythrops,novaehollandiae,NA,Channel-billed Cuckoo,NA,2.08,NA,684.1,NA,NA,NA,NA,NA,18.2,NA,NA,NA,NA,NA,660,708.2,715.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Cuculiformes,Cuculidae,Surniculus,dicruroides,NA,Fork-tailed Drongo-Cuckoo,NA,NA,NA,29.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.1,37.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Cuculiformes,Cuculidae,Surniculus,lugubris,NA,Square-tailed Drongo-Cuckoo,NA,NA,NA,29.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.1,37.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Cuculiformes,Cuculidae,Surniculus,musschenbroeki,NA,Moluccan Drongo-Cuckoo,NA,NA,NA,29.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.1,37.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Cuculiformes,Cuculidae,Surniculus,velutinus,NA,Philippine Drongo-Cuckoo,NA,NA,NA,36.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.85,31.45,37.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Cuculiformes,Cuculidae,Taccocua,leschenaultii,NA,Sirkeer Malkoha,NA,NA,NA,211.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,214.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Cuculiformes,Cuculidae,Tapera,naevia,NA,Striped Cuckoo,NA,NA,NA,47.775,NA,NA,NA,NA,NA,3.01,15,18,NA,NA,NA,44,42.5,47.775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Cuculiformes,Cuculidae,Urodynamis,taitensis,NA,Long-tailed Cuckoo,NA,1,NA,117,NA,NA,NA,NA,NA,13.7,NA,NA,NA,NA,NA,124.2,110.4,115.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Cuculiformes,Cuculidae,Zanclostomus,javanicus,NA,Red-billed Malkoha,NA,NA,NA,112.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Eurypygiformes,Eurypygidae,Eurypyga,helias,NA,Sunbittern,NA,2,NA,222.75,15,NA,NA,NA,NA,28.5,27,21,15,NA,NA,200,237,227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Eurypygiformes,Rhynochetidae,Rhynochetos,jubatus,NA,Kagu,726.936,1,NA,860,NA,NA,NA,NA,NA,70,35,NA,NA,NA,NA,700,880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Falconiformes,Falconidae,Caracara,cheriway,NA,Northern Crested Caracara,NA,2.25,1.5,1118.25,37.6,NA,NA,51.17,NA,74,32,42,25.8,NA,0.666666667,1152.75,1045.75,1348,NA,NA,NA,57.5,NA,NA,NA,NA,NA,NA,NA
Aves,Falconiformes,Falconidae,Caracara,lutosa,NA,Guadalupe Caracara,NA,2.575,NA,1348,37.6,NA,NA,NA,NA,74,32,42,23.8,NA,NA,1086,975,1355.5,NA,NA,NA,57.5,NA,NA,NA,NA,NA,NA,NA
Aves,Falconiformes,Falconidae,Caracara,plancus,NA,Southern Crested Caracara,NA,2.575,NA,1348,37.6,NA,NA,NA,NA,74,32,42,23.8,NA,NA,1086,975,1355.5,NA,NA,NA,57.5,NA,NA,NA,NA,NA,NA,NA
Aves,Falconiformes,Falconidae,Daptrius,ater,NA,Black Caracara,NA,2.75,NA,362.5,NA,NA,NA,NA,NA,51.8,NA,NA,NA,NA,NA,385,330,NA,NA,NA,NA,43.5,NA,NA,NA,NA,NA,NA,NA
Aves,Falconiformes,Falconidae,Falco,alopex,NA,Fox Kestrel,NA,2.5,NA,275,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Falconiformes,Falconidae,Falco,amurensis,NA,Amur Falcon,NA,4,NA,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148.75,131,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA
Aves,Falconiformes,Falconidae,Falco,araeus,NA,Seychelles Kestrel,NA,3,NA,80.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.9,72.4,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA
Aves,Falconiformes,Falconidae,Falco,ardosiaceus,NA,Grey Kestrel,NA,4,NA,238.85,NA,NA,NA,NA,NA,25,28.5,30,NA,NA,NA,247.5,228.5,NA,NA,NA,NA,30.5,NA,NA,NA,NA,NA,NA,NA
Aves,Falconiformes,Falconidae,Falco,berigora,NA,Brown Falcon,NA,2.895,NA,561.75,24,NA,NA,NA,NA,45,NA,NA,13.25,NA,NA,680.5,501.75,530,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA
Aves,Falconiformes,Falconidae,Falco,biarmicus,NA,Lanner Falcon,726.936,3.75,1,619,NA,NA,NA,NA,NA,48,32.75,41,NA,NA,NA,740.5,510.5,587,NA,NA,NA,43.5,NA,NA,NA,NA,NA,NA,913.125
Aves,Falconiformes,Falconidae,Falco,cenchroides,NA,Nankeen Kestrel,NA,4,NA,172.5,NA,NA,NA,NA,NA,20,26,NA,NA,NA,NA,178.25,163,NA,NA,NA,NA,31.5,NA,NA,NA,NA,NA,NA,NA
Aves,Falconiformes,Falconidae,Falco,cherrug,NA,Saker Falcon,726.936,4,1,995,25,NA,NA,NA,NA,53.75,29,42.5,15.91666667,NA,NA,1093.75,870,987.5,NA,NA,NA,52.5,NA,NA,NA,NA,NA,NA,NA
Aves,Falconiformes,Falconidae,Falco,chicquera,NA,Red-necked Falcon,NA,4,NA,208,NA,NA,NA,NA,NA,24,33,37,NA,NA,NA,248,159,212,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA
Aves,Falconiformes,Falconidae,Falco,columbarius,NA,Merlin,545.202,4.5,1,187.575,16,NA,NA,13,NA,21.75,30,30,12.5,365,NA,212,162.5,188.15,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA
Aves,Falconiformes,Falconidae,Falco,concolor,NA,Sooty Falcon,NA,2.75,1,230,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,230,NA,NA,NA,NA,NA,34.5,NA,NA,NA,NA,NA,NA,NA
Aves,Falconiformes,Falconidae,Falco,cuvierii,NA,African Hobby,726.936,3,NA,182.5,NA,NA,NA,NA,NA,20.5,30,30,NA,NA,NA,200,165,NA,NA,NA,NA,28.5,NA,NA,NA,NA,NA,NA,NA
Aves,Falconiformes,Falconidae,Falco,deiroleucus,NA,Orange-breasted Falcon,NA,3,NA,547.5,NA,NA,NA,NA,NA,27.5,NA,NA,NA,NA,NA,623,339,NA,NA,NA,NA,36.5,NA,NA,NA,NA,NA,NA,NA
Aves,Falconiformes,Falconidae,Falco,dickinsoni,NA,Dickinson's Kestrel,NA,3,NA,209.6666667,NA,NA,NA,NA,NA,22,30,33.5,NA,NA,NA,221,244,209.5,NA,NA,NA,28.5,NA,NA,NA,NA,NA,NA,NA
Aves,Falconiformes,Falconidae,Falco,eleonorae,NA,Eleonora's Falcon,545.202,2.5,1,379.5,11.2,NA,NA,18.5,NA,26,31,37.5,11.16666667,NA,NA,388,315.25,390,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA
Aves,Falconiformes,Falconidae,Falco,fasciinucha,NA,Taita Falcon,NA,3.5,NA,259,NA,NA,NA,NA,NA,NA,26,32.5,NA,NA,NA,306,212,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA
Aves,Falconiformes,Falconidae,Falco,femoralis,NA,Aplomado Falcon,NA,2.64,NA,338,12,NA,NA,17.5,NA,26.5,32,35,12,NA,NA,407,260,NA,34.9,44.285,NA,40,NA,NA,NA,NA,NA,NA,NA
